DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION,GROUP_L1_NAME,GROUP_L2_NAME,GROUP_L3_NAME,GROUP_L3_CODE
75733,Congenital pigmentary anomalies of skin,Cong skin pigment anomal,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Congenital anomalies of the integument,757
75739,Other specified anomalies of skin,Skin anomaly NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Congenital anomalies of the integument,757
7574,Specified anomalies of hair,Hair anomalies NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Congenital anomalies of the integument,757
7575,Specified anomalies of nails,Nail anomalies NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Congenital anomalies of the integument,757
7576,Specified congenital anomalies of breast,Cong breast anomaly NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Congenital anomalies of the integument,757
7578,Other specified anomalies of the integument,Oth integument anomalies,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Congenital anomalies of the integument,757
7579,Unspecified congenital anomaly of the integument,Integument anomaly NOS,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Congenital anomalies of the integument,757
7580,Down's syndrome,Down's syndrome,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
7581,Patau's syndrome,Patau's syndrome,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
7582,Edwards' syndrome,Edwards' syndrome,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
75831,Cri-du-chat syndrome,Cri-du-chat syndrome,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
75832,Velo-cardio-facial syndrome,Velo-cardio-facial synd,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
75833,Other microdeletions,Microdeletions NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
75839,Other autosomal deletions,Autosomal deletions NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
7584,Balanced autosomal translocation in normal individual,Balance autosom transloc,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
7585,Other conditions due to autosomal anomalies,Autosomal anomalies NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
7586,Gonadal dysgenesis,Gonadal dysgenesis,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
7587,Klinefelter's syndrome,Klinefelter's syndrome,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
75881,Other conditions due to sex chromosome anomalies,Oth cond due to sex chrm,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
75889,Other conditions due to chromosome anomalies,Oth con d/t chrm anm NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
7589,Conditions due to anomaly of unspecified chromosome,Chromosome anomaly NOS,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Chromosomal anomalies,758
7590,Anomalies of spleen,Anomalies of spleen,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7591,Anomalies of adrenal gland,Adrenal gland anomaly,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7592,Anomalies of other endocrine glands,Endocrine anomaly NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7593,Situs inversus,Situs inversus,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7594,Conjoined twins,Conjoined twins,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7595,Tuberous sclerosis,Tuberous sclerosis,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7596,"Other hamartoses, not elsewhere classified",Hamartoses NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7597,"Multiple congenital anomalies, so described",Mult congen anomal NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
75981,Prader-Willi syndrome,Prader-willi syndrome,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
75982,Marfan syndrome,Marfan syndrome,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
75983,Fragile X syndrome,Fragile x syndrome,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
75989,Other specified congenital anomalies,Specfied cong anomal NEC,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7599,"Congenital anomaly, unspecified",Congenital anomaly NOS,Congenital Anomalies,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other and unspecified congenital anomalies,759
7600,Maternal hypertensive disorders affecting fetus or newborn,Matern hyperten aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
7601,Maternal renal and urinary tract diseases affecting fetus or newborn,Matern urine dis aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
7602,Maternal infections affecting fetus or newborn,Maternal infec aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
7603,Other chronic maternal circulatory and respiratory diseases affecting fetus or newborn,Matern cardioresp aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
7604,Maternal nutritional disorders affecting fetus or newborn,Matern nutrit dis aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
7605,Maternal injury affecting fetus or newborn,Maternal injury aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76061,Newborn affected by amniocentesis,Amniocentesis affect NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76062,Newborn affected by other in utero procedure,In utero proc NEC aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76063,Newborn affected by other surgical operations on mother during pregnancy,Mat surg dur preg aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76064,Newborn affected by previous surgical procedure on mother not associated with pregnancy,Prev matern surg aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76070,Unspecified noxious substance affecting fetus or newborn via placenta or breast milk,Nox sub NOS aff NB/fetus,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76071,Alcohol affecting fetus or newborn via placenta or breast milk,Maternl alc aff NB/fetus,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76072,Narcotics affecting fetus or newborn via placenta or breast milk,Matern narc aff NB/fetus,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76073,Hallucinogenic agents affecting fetus or newborn via placenta or breast milk,Matern halluc af NB/fet,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76074,Anti-infectives affecting fetus or newborn via placenta or breast milk,Mat anti-inf aff NB/fet,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76075,Cocaine affecting fetus or newborn via placenta or breast milk,Mat cocaine aff NB/fet,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76076,Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk,Maternal DES af NB/fetus,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76077,Anticonvulsants affecting fetus or newborn via placenta or breast milk,Mat anticonv aff NB/fet,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76078,Antimetabolic agents affecting fetus or newborn via placenta or breast milk,Mat antimetabol aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
76079,Other noxious influences affecting fetus or newborn via placenta or breast milk,Nox sub NEC aff NB/fetus,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
7608,Other specified maternal conditions affecting fetus or newborn,Maternal cond NEC aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
7609,Unspecified maternal condition affecting fetus or newborn,Maternal cond NOS aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,760
7610,Incompetent cervix affecting fetus or newborn,Incompetnt cervix aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7611,Premature rupture of membranes affecting fetus or newborn,Premat rupt memb aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7612,Oligohydramnios affecting fetus or newborn,Oligohydramnios aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7613,Polyhydramnios affecting fetus or newborn,Polyhydramnios aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7614,Ectopic pregnancy affecting fetus or newborn,Ectopic pregnancy aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7615,Multiple pregnancy affecting fetus or newborn,Mult pregnancy aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7616,Maternal death affecting fetus or newborn,Maternal death aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7617,Malpresentation before labor affecting fetus or newborn,Antepart malpres aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7618,Other specified maternal complications of pregnancy affecting fetus or newborn,Matern compl NEC aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7619,Unspecified maternal complication of pregnancy affecting fetus or newborn,Matern compl NOS aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by maternal complications of pregnancy,761
7620,Placenta previa affecting fetus or newborn,Placenta previa aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7621,Other forms of placental separation and hemorrhage affecting fetus or newborn,Placenta hem NEC aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7622,Other and unspecified morphological and functional abnormalities of placenta affecting fetus or newborn,Abn plac NEC/NOS aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7623,Placental transfusion syndromes affecting fetus or newborn,Placent transfusion syn,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7624,Prolapsed umbilical cord affecting fetus or newborn,Prolapsed cord aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7625,Other compression of umbilical cord affecting fetus or newborn,Oth umbil cord compress,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7626,Other and unspecified conditions of umbilical cord affecting fetus or newborn,Umbil cond NEC aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7627,Chorioamnionitis affecting fetus or newborn,Chorioamnionitis aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7628,Other specified abnormalities of chorion and amnion affecting fetus or newborn,Abn amnion NEC aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7629,Unspecified abnormality of chorion and amnion affecting fetus or newborn,Abn amnion NOS aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by complications of placenta cord and membranes,762
7630,Breech delivery and extraction affecting fetus or newborn,Breech del/extrac aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
7631,"Other malpresentation, malposition, and disproportion during labor and delivery affecting fetus or newborn",Malpos/dispro NEC aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
7632,Forceps delivery affecting fetus or newborn,Forceps delivery aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
7633,Delivery by vacuum extractor affecting fetus or newborn,Vacuum extrac del aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
7634,Cesarean delivery affecting fetus or newborn,Cesarean delivery aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
7635,Maternal anesthesia and analgesia affecting fetus or newborn,Mat anesth/analg aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
7636,Precipitate delivery affecting fetus or newborn,Precipitate del aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
7637,Abnormal uterine contractions affecting fetus or newborn,Abn uterine contr aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
76381,Abnormality in fetal heart rate or rhythm before the onset of labor,Ab ftl hrt rt/rh b/f lab,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
76382,Abnormality in fetal heart rate or rhythm during labor,Ab ftl hrt rt/rh dur lab,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
76383,"Abnormality in fetal heart rate or rhythm, unspecified as to time of onset",Ab ftl hrt rt/rhy NOS,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
76384,Meconium passage during delivery,Meconium dur del aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
76389,Other specified complications of labor and delivery affecting fetus or newborn,Compl del NEC aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
7639,Unspecified complication of labor and delivery affecting fetus or newborn,Compl deliv NOS aff NB,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus or newborn affected by other complications of labor and delivery,763
76400,"""Light-for-dates"" without mention of fetal malnutrition, unspecified [weight]",Light-for-dates wtNOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76401,"""Light-for-dates"" without mention of fetal malnutrition, less than 500 grams",Light-for-dates <500g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76402,"""Light-for-dates"" without mention of fetal malnutrition, 500-749 grams",Lt-for-dates 500-749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76403,"""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams",Lt-for-dates 750-999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76404,"""Light-for-dates"" without mention of fetal malnutrition, 1,000- 1,249 grams",Lt-for-dates 1000-1249g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76405,"""Light-for-dates""without mention of fetal malnutrition, 1,250- 1,499 grams",Lt-for-dates 1250-1499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76406,"""Light-for-dates"" without mention of fetal malnutrition, 1,500- 1,749 grams",Lt-for-dates 1500-1749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76407,"""Light-for-dates"" without mention of fetal malnutrition, 1,750- 1,999 grams",Lt-for-dates 1750-1999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76408,"""Light-for-dates"" without mention of fetal malnutrition, 2,000- 2,499 grams",Lt-for-dates 2000-2499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76409,"""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over",Lt-for-dates 2500+g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76410,"""Light-for-dates"" with signs of fetal malnutrition, unspecified [weight]",Lt-for-date w/mal wtNOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76411,"""Light-for-dates"" with signs of fetal malnutrition, less than 500 grams",Lt-for-date w/mal <500g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76412,"""Light-for-dates""with signs of fetal malnutrition, 500-749 grams",Lt-date w/mal 500-749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76413,"""Light-for-dates"" with signs of fetal malnutrition, 750-999 grams",Lt-date w/mal 750-999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76414,"""Light-for-dates"" with signs of fetal malnutrition, 1,000-1,249 grams",Lt-date w/mal 1000-1249g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76415,"""Light-for-dates"" with signs of fetal malnutrition, 1,250-1,499 grams",Lt-date w/mal 1250-1499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76416,"""Light-for-dates"" with signs of fetal malnutrition, 1,500-1,749 grams",Lt-date w/mal 1500-1749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76417,"""Light-for-dates"" with signs of fetal malnutrition, 1,750-1,999 grams",Lt-date w/mal 1750-1999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76418,"""Light-for-dates""with signs of fetal malnutrition, 2,000-2,499 grams",Lt-date w/mal 2000-2499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76419,"""Light-for-dates""with signs of fetal malnutrition, 2,500 grams and over",Lt-for-date w/mal 2500+g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76420,"Fetal malnutrition without mention of ""light-for-dates"", unspecified [weight]",Fetal malnutrition wtNOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76421,"Fetal malnutrition without mention of ""light-for-dates"", less than 500 grams",Fetal malnutrition <500g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76422,"Fetal malnutrition without mention of ""light-for-dates"", 500-749 grams",Fetal malnutr 500-749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76423,"Fetal malnutrition without mention of ""light-for-dates"", 750-999 grams",Fetal mal 750-999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76424,"Fetal malnutrition without mention of ""light-for-dates"", 1,000-1,249 grams",Fetal mal 1000-1249g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76425,"Fetal malnutrition without mention of ""light-for-dates"", 1,250-1,499 grams",Fetal mal 1250-1499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76426,"Fetal malnutrition without mention of ""light-for-dates"", 1,500-1,749 grams",Fetal mal 1500-1749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76427,"Fetal malnutrition without mention of ""light-for-dates"", 1,750-1,999 grams",Fetal malnutr 1750-1999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76428,"Fetal malnutrition without mention of ""light-for-dates"", 2,000-2,499 grams",Fetal malnutr 2000-2499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76429,"Fetal malnutrition without mention of ""light-for-dates"", 2,500 grams and over",Fetal malnutr 2500+g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76490,"Fetal growth retardation, unspecified, unspecified [weight]",Fet growth retard wtNOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76491,"Fetal growth retardation, unspecified, less than 500 grams",Fet growth retard <500g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76492,"Fetal growth retardation, unspecified, 500-749 grams",Fet growth ret 500-749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76493,"Fetal growth retardation, unspecified, 750-999 grams",Fet growth ret 750-999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76494,"Fetal growth retardation, unspecified, 1,000-1,249 grams",Fet grwth ret 1000-1249g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76495,"Fetal growth retardation, unspecified, 1,250-1,499 grams",Fet grwth ret 1250-1499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76496,"Fetal growth retardation, unspecified, 1,500-1,749 grams",Fet grwth ret 1500-1749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76497,"Fetal growth retardation, unspecified, 1,750-1,999 grams",Fet grwth ret 1750-1999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76498,"Fetal growth retardation, unspecified, 2,000-2,499 grams",Fet grwth ret 2000-2499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76499,"Fetal growth retardation, unspecified, 2,500 grams and over",Fet growth ret 2500+g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow fetal growth and fetal malnutrition,764
76500,"Extreme immaturity, unspecified [weight]",Extreme immatur wtNOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76501,"Extreme immaturity, less than 500 grams",Extreme immatur <500g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76502,"Extreme immaturity, 500-749 grams",Extreme immatur 500-749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
